ProductCode                                        ProductDescription                                                                                                                                                                                                                                              SubCategoryCode Brand                                                                                                                                                                                                                                                           Cost                  Price                 Type                                                                                                                                                                                                                                                            Color                                                                                                                                                                                                                                                           ShipDays               Status
-------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------- --------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ---------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
HV-523                                             Harvesters-Bamford-LightDuty-Black                                                                                                                                                                                                                              9               Bamford                                                                                                                                                                                                                                                         3109.00               4135.00               LightDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           18                     Active
HV-524                                             Harvesters-DeutzFahr-LightDuty-Black                                                                                                                                                                                                                            9               DeutzFahr                                                                                                                                                                                                                                                       3056.00               3881.00               LightDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           6                      Active
HV-525                                             Harvesters-MasseyFerguson-LightDuty-Yellow                                                                                                                                                                                                                      9               MasseyFerguson                                                                                                                                                                                                                                                  2495.00               3094.00               LightDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          17                     Active
HV-526                                             Harvesters-Oliver-LightDuty-YellowBlack                                                                                                                                                                                                                         9               Oliver                                                                                                                                                                                                                                                          2467.00               3281.00               LightDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     18                     Active
HV-527                                             Harvesters-Laverda-HeavyDuty-White                                                                                                                                                                                                                              9               Laverda                                                                                                                                                                                                                                                         2689.00               3738.00               HeavyDuty                                                                                                                                                                                                                                                       White                                                                                                                                                                                                                                                           13                     Active
HV-528                                             Harvesters-Cockshutt-Standard-Red                                                                                                                                                                                                                               9               Cockshutt                                                                                                                                                                                                                                                       2389.00               3082.00               Standard                                                                                                                                                                                                                                                        Red                                                                                                                                                                                                                                                             6                      Active
HV-529                                             Harvesters-Volvo-LightDuty-Black                                                                                                                                                                                                                                9               Volvo                                                                                                                                                                                                                                                           2778.00               3584.00               LightDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           16                     Active
HV-530                                             Harvesters-Ford-Standard-RedWhite                                                                                                                                                                                                                               9               Ford                                                                                                                                                                                                                                                            3623.00               4855.00               Standard                                                                                                                                                                                                                                                        RedWhite                                                                                                                                                                                                                                                        15                     Active
IB-400                                             IceBreakers-Snowcat-Standard-Green                                                                                                                                                                                                                              10              Snowcat                                                                                                                                                                                                                                                         2410.00               3013.00               Standard                                                                                                                                                                                                                                                        Green                                                                                                                                                                                                                                                           5                      Active
IB-401                                             IceBreakers-Bobcat-Standard-Black                                                                                                                                                                                                                               10              Bobcat                                                                                                                                                                                                                                                          2356.00               2497.00               Standard                                                                                                                                                                                                                                                        Black                                                                                                                                                                                                                                                           19                     Active
IB-402                                             IceBreakers-BIM-Standard-GreenWhite                                                                                                                                                                                                                             10              BIM                                                                                                                                                                                                                                                             3264.00               3362.00               Standard                                                                                                                                                                                                                                                        GreenWhite                                                                                                                                                                                                                                                      9                      Active
IB-403                                             IceBreakers-SnoWay-LightDuty-Black                                                                                                                                                                                                                              10              SnoWay                                                                                                                                                                                                                                                          3022.00               3657.00               LightDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           6                      Active
IB-404                                             IceBreakers-Leitner-HeavyDuty-RedWhite                                                                                                                                                                                                                          10              Leitner                                                                                                                                                                                                                                                         3809.00               4266.00               HeavyDuty                                                                                                                                                                                                                                                       RedWhite                                                                                                                                                                                                                                                        17                     Active
IB-405                                             IceBreakers-Tacoma-HeavyDuty-GreenWhite                                                                                                                                                                                                                         10              Tacoma                                                                                                                                                                                                                                                          2554.00               3218.00               HeavyDuty                                                                                                                                                                                                                                                       GreenWhite                                                                                                                                                                                                                                                      8                      Active
IB-406                                             IceBreakers-SnowMan-LightDuty-Yellow                                                                                                                                                                                                                            10              SnowMan                                                                                                                                                                                                                                                         2774.00               3800.00               LightDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          6                      Active
IB-407                                             IceBreakers-Boss-HeavyDuty-Yellow                                                                                                                                                                                                                               10              Boss                                                                                                                                                                                                                                                            3232.00               3394.00               HeavyDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          9                      Active
IB-408                                             IceBreakers-Western-LightDuty-GreenWhite                                                                                                                                                                                                                        10              Western                                                                                                                                                                                                                                                         2421.00               2445.00               LightDuty                                                                                                                                                                                                                                                       GreenWhite                                                                                                                                                                                                                                                      9                      Active
IB-409                                             IceBreakers-Toyota-LightDuty-Black                                                                                                                                                                                                                              10              Toyota                                                                                                                                                                                                                                                          2239.00               3045.00               LightDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           10                     Active
IB-410                                             IceBreakers-Ford-LightDuty-Green                                                                                                                                                                                                                                10              Ford                                                                                                                                                                                                                                                            3727.00               4025.00               LightDuty                                                                                                                                                                                                                                                       Green                                                                                                                                                                                                                                                           11                     Active
IB-411                                             IceBreakers-Chevrolet-HeavyDuty-WhiteYellow                                                                                                                                                                                                                     10              Chevrolet                                                                                                                                                                                                                                                       3600.00               4932.00               HeavyDuty                                                                                                                                                                                                                                                       WhiteYellow                                                                                                                                                                                                                                                     11                     Active
LC-199                                             Locomotives-Hillside-HeavyDuty-Green                                                                                                                                                                                                                            11              Hillside                                                                                                                                                                                                                                                        10299.00              10608.00              HeavyDuty                                                                                                                                                                                                                                                       Green                                                                                                                                                                                                                                                           12                     Active
LC-200                                             Locomotives-Fablok-LightDuty-WhiteYellow                                                                                                                                                                                                                        11              Fablok                                                                                                                                                                                                                                                          10616.00              13695.00              LightDuty                                                                                                                                                                                                                                                       WhiteYellow                                                                                                                                                                                                                                                     8                      Active
LC-201                                             Locomotives-Kolomensky-HeavyDuty-GreenWhite                                                                                                                                                                                                                     11              Kolomensky                                                                                                                                                                                                                                                      11664.00              12947.00              HeavyDuty                                                                                                                                                                                                                                                       GreenWhite                                                                                                                                                                                                                                                      13                     Active
LC-202                                             Locomotives-Easttown-Standard-WhiteYellow                                                                                                                                                                                                                       11              Easttown                                                                                                                                                                                                                                                        11288.00              14674.00              Standard                                                                                                                                                                                                                                                        WhiteYellow                                                                                                                                                                                                                                                     9                      Active
LC-203                                             Locomotives-Electroputere-Standard-Red                                                                                                                                                                                                                          11              Electroputere                                                                                                                                                                                                                                                   12321.00              13553.00              Standard                                                                                                                                                                                                                                                        Red                                                                                                                                                                                                                                                             16                     Active
LC-204                                             Locomotives-Hutt-LightDuty-Green                                                                                                                                                                                                                                11              Hutt                                                                                                                                                                                                                                                            10531.00              11900.00              LightDuty                                                                                                                                                                                                                                                       Green                                                                                                                                                                                                                                                           9                      Active
LC-205                                             Locomotives-Transwerk-HeavyDuty-Yellow                                                                                                                                                                                                                          11              Transwerk                                                                                                                                                                                                                                                       10135.00              13074.00              HeavyDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          16                     Active
LC-206                                             Locomotives-BMZ-LightDuty-White                                                                                                                                                                                                                                 11              BMZ                                                                                                                                                                                                                                                             9494.00               9969.00               LightDuty                                                                                                                                                                                                                                                       White                                                                                                                                                                                                                                                           16                     Active
LC-207                                             Locomotives-Pafawag-Standard-RedWhite                                                                                                                                                                                                                           11              Pafawag                                                                                                                                                                                                                                                         11284.00              12074.00              Standard                                                                                                                                                                                                                                                        RedWhite                                                                                                                                                                                                                                                        8                      Active
LC-208                                             Locomotives-Talgo-HeavyDuty-YellowBlack                                                                                                                                                                                                                         11              Talgo                                                                                                                                                                                                                                                           10100.00              11009.00              HeavyDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     17                     Active
LC-209                                             Locomotives-Avokov-LightDuty-Green                                                                                                                                                                                                                              11              Avokov                                                                                                                                                                                                                                                          9849.00               12902.00              LightDuty                                                                                                                                                                                                                                                       Green                                                                                                                                                                                                                                                           19                     Active
LC-210                                             Locomotives-Scott-Standard-Black                                                                                                                                                                                                                                11              Scott                                                                                                                                                                                                                                                           12080.00              14375.00              Standard                                                                                                                                                                                                                                                        Black                                                                                                                                                                                                                                                           9                      Active
MT-470                                             MiningTrucks-Volvo-Standard-Red                                                                                                                                                                                                                                 12              Volvo                                                                                                                                                                                                                                                           5316.00               6273.00               Standard                                                                                                                                                                                                                                                        Red                                                                                                                                                                                                                                                             7                      Active
MT-471                                             MiningTrucks-General-Standard-YellowBlack                                                                                                                                                                                                                       12              General                                                                                                                                                                                                                                                         6129.00               8274.00               Standard                                                                                                                                                                                                                                                        YellowBlack                                                                                                                                                                                                                                                     14                     Active
MT-472                                             MiningTrucks-Isuzu-HeavyDuty-Orange                                                                                                                                                                                                                             12              Isuzu                                                                                                                                                                                                                                                           4099.00               4427.00               HeavyDuty                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          19                     Active
MT-473                                             MiningTrucks-Kenworth-Standard-WhiteYellow                                                                                                                                                                                                                      12              Kenworth                                                                                                                                                                                                                                                        6833.00               7243.00               Standard                                                                                                                                                                                                                                                        WhiteYellow                                                                                                                                                                                                                                                     5                      Active
MT-474                                             MiningTrucks-Peterbilt-Standard-Yellow                                                                                                                                                                                                                          12              Peterbilt                                                                                                                                                                                                                                                       4991.00               6838.00               Standard                                                                                                                                                                                                                                                        Yellow                                                                                                                                                                                                                                                          13                     Active
MT-475                                             MiningTrucks-Ford-LightDuty-Yellow                                                                                                                                                                                                                              12              Ford                                                                                                                                                                                                                                                            7553.00               9366.00               LightDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          13                     Active
MT-476                                             MiningTrucks-Renault-LightDuty-Orange                                                                                                                                                                                                                           12              Renault                                                                                                                                                                                                                                                         4258.00               5152.00               LightDuty                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          11                     Active
